Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
Moisawallitsus	####	####				
              	#mõisavalitsus	mõisa_valitsus	0		S	sg n
nink	####	####				
    	#ning	ning	0		J	
Kaiwas	####	####				
      	#kaebas	kaeba	s		V	s
,	,	,			Z	
Moise	####	####				
     	#mõisa	mõis	0		S	sg g
Sullase	####	####				
       	#sulase	sulane	0		S	sg g
Rein	Rein	Rein	0		H	sg n
Meose	####	####				
     	#Meose	Meos	0		H	sg g
päle	####	####				
    	#peale	peale	0		K	
    	peale	peale	0		D	
,	,	,			Z	
ni	####	####				
  	#nii	nii	0		D	
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
nimmededu	####	####				
         	#nimetatud	nimeta	du		V	tud
sullane	####	####				
       	#sulane	sulane	0		S	sg n
tenistusse	####	####				
          	#teenistuse	teenistus	0		S	sg g
Kauba	kauba	kaup	0		S	sg g	
Kontrahhinst	####	####				
            	#kontrahist	kontraht	st		S	sg el
nätta	####	####				
     	#näha	näge	tta		V	da
om	####	####				
  	#on	ole	0		V	b
,	,	,			Z	
saap	####	####				
    	#saab	saa	p		V	b
Rein	Rein	Rein	0		H	sg n
Meos	####	####				
    	#Meos	Meos	0		H	sg n
hendale	####	####				
       	#endale	ise	le		P	sg all
Kuwwes	####	####				
      	#kuueks	kuus	s		N	sg tr
päiwast	####	####				
       	#päevaks	päev	st		S	sg tr
Obbesega	####	####				
        	#hobusega	hobune	ga		S	sg kom
Moisa	####	####				
     	#mõisa	mõis	0		S	sg g
     	mõisa	mõis	0		S	adt
     	mõisa	mõis	0		S	sg p
poolt	poolt	poolt	0		D	
     	@poolt	poolt	0		K	
     	pool	pool	t		N	sg p
     	pool	pool	t		S	sg p
aigo	####	####				
    	#aega	aeg	0		S	sg p
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
nüüd	nüüd	nüüd	0		D	
Rein	Rein	Rein	0		H	sg n
Meos	####	####				
