Ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Jassik	####	####				
      	#Jassik	Jassik	0		H	sg n
nink	####	####				
    	#ning	ning	0		J	
kaibas	####	####				
      	#kaebas	kaeba	s		V	s
,	,	,			Z	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
karjamees	karjamees	karja_mees	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Rusche	####	####				
      	#Rusche	Rusche	0		H	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
ammetit	####	####				
       	#ametit	amet	t		S	sg p
mitte	mitte	mitte	0		D	
täitno	####	####				
      	#täitnud	täit	no		V	nud
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
kuulno	####	####				
      	#kuulnud	kuul	no		V	nud
mitte	mitte	mitte	0		D	
mes	####	####				
   	mis	mis	0		P	pl n
   	#mis	mis	0		P	sg n
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
tetta	####	####				
     	#teha	tege	tta		V	da
käskno	####	####				
      	#käskinud	käski	no		V	nud
nink	####	####				
    	#ning	ning	0		J	
wimate	####	####				
      	#viimati	viimati	0		D	
paggeno	####	####				
       	#pagenud	page	no		V	nud
tenistussest	####	####				
            	#teenistusest	teenistus	st		S	sg el
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
.	.	.			Z	
Ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
kutsuti	kutsuti	kutsu	ti		V	ti
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Rusche	####	####				
      	#Rusche	Rusche	0		H	sg n
nink	####	####				
    	#ning	ning	0		J	
loeti	loeti	luge	ti		V	ti
eenseiswa	####	####				
         	#eesseisva	ees_seis	va		V	v sg g
kaibus	####	####				
      	#kaebus	kaebus	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
,	,	,			Z	
ent	ent	ent	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ütles	ütles	ütle	s		V	s
ollew	####	####				
     	#olevat	ole	v		V	vat
kiik	kiik	kiik	0		S	sg n
    	£kõik	kõik	0		P	sg n
täitno	####	####				
      	#täitnud	täit	no		V	nud
mes	####	####				
   	mis	mis	0		P	pl n
   	#mis	mis	0		P	sg n
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
kauba	kauba	kaup	0		S	sg g
sissen	####	####				
      	#sees	sees	0		K	
olnoent	####	####				
       	#olnud_ent	olnud_ent	0		J	
Jassik	####	####				
      	#Jassik	Jassik	0		H	sg n
ollew	####	####				
     	#olevat	ole	v		V	vat
käsknotedda	####	####				
           	#käskinud_teda	käskinud_tema	da		P	sg p
ka	ka	ka	0		D	
lambid	lamp	lamp	d		A	pl n
      	lamp	lamp	d		S	pl n
      	£lambaid	lammas	id		S	pl p
sööta	sööt	sööt	0		S	adt
     	sööt	sööt	0		S	sg p
     	@sööta	sööt	a		V	da
,	,	,			Z	
mes	####	####				
   	mis	mis	0		P	pl n
   	#mis	mis	0		P	sg n
neil	see	see	l		P	pl ad
    	@neil	tema	l		P	pl ad
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olno	####	####				
    	#olnud	ole	no		V	nud
leppito	####	####				
       	#lepitud	leppi	to		V	tud
nink	####	####				
    	#ning	ning	0		J	
ütles	ütles	ütle	s		V	s
kondrathi	####	####				
         	#kontrahti	kontraht	0		S	sg p
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
kaddono	####	####				
       	#kadunud	kadu	no		V	nud
ollewat	####	####				
       	#olevat	ole	vat		V	vat
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
wimate	####	####				
      	#viimati	viimati	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
ka	ka	ka	0		D	
Jassik	####	####				
      	#Jassik	Jassik	0		H	sg n
tälle	####	####				
     	#talle	tema	le		P	sg all
mona	####	####				
    	#moona	moon	0		S	sg p
andno	####	####				
     	#andnud	and	no		V	nud
ja	ja	ja	0		J	
täl	####	####				
   	#tal	tema	l		P	sg ad
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
ollew	####	####				
     	#olevat	ole	v		V	vat
middagi	####	####				
       	midagi	miski	da	gi	P	sg p
       	#midagi	miski	da		P	sg p
ennamb	####	####				
      	#enam	enam	0		D	
süwwa	####	####				
     	#süüa	söö	a		V	da
ollno	####	####				
     	#olnud	ole	no		V	nud
,	,	,			Z	
kunna	####	####				
     	#kuna	kuna	0		J	
täl	####	####				
   	#tal	tema	l		P	sg ad
kül	####	####				
   	#küll	küll	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olno	####	####				
    	#olnud	ole	no		V	nud
mona	####	####				
    	#moona	moon	0		S	sg p
teenito	####	####				
       	#teenitud	teeni	to		V	tud
,	,	,			Z	
ehk	ehk	ehk	0		D	
   	@ehk	ehk	0		J	
Jassiko	####	####				
       	#Jassiku	Jassik	0		H	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
sada	sada	sada	0		N	sg n
    	sada	sada	0		N	sg p
    	£saada	saa	da		V	da
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
Jassik	####	####				
      	#Jassik	Jassik	0		H	sg n
lubbano	####	####				
       	#lubanud	luba	no		V	nud
17	17	17	0		N	?
joont	joont	joon	t		S	sg p
kartohwlid	####	####				
          	#kartulit	kartul	t		S	sg p
nink	####	####				
    	#ning	ning	0		J	
ka	ka	ka	0		D	
2	2	2	0		N	?
lamast	####	####				
      	#lammast	lammas	t		S	sg p
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
talwe	tali	tali	0		S	adt
     	tali	tali	0		S	sg g
     	tali	tali	0		S	sg p
     	talv	talv	0		S	adt
     	@talv	talv	0		S	sg g
     	talv	talv	0		S	sg p
piddada	####	####				
       	#pidada	pida	da		V	da
,	,	,			Z	
ent	ent	ent	0		J	
ennegi	ennegi	ennegi	0		D	
sano	####	####				
    	#saanud	saa	no		V	nud
6	6	6	0		N	?
joont	joont	joon	t		S	sg p
kartohwlit	####	####				
          	#kartulit	kartul	t		S	sg p
nink	####	####				
    	#ning	ning	0		J	
1	1	1	0		N	?
lammas	lammas	lammas	0		S	sg n
om	####	####				
  	#on	ole	0		V	b
ülle	ülle	ülle	0		D	
    	@üle	üle	0		D	
    	üle	üle	0		K	
peeto	####	####				
     	#peetud	pida	to		V	tud
.	.	.			Z	
Ent	ent	ent	0		J	
J. Jassik	####	####				
         	#J._Jassik	J._Jassik	0		H	sg n
ütles	ütles	ütle	s		V	s
et	et	et	0		J	
om	####	####				
  	#on	ole	0		V	b
leppito	####	####				
       	#lepitud	leppi	to		V	tud
olno	####	####				
    	#olnud	ole	no		V	nud
1	1	1	0		N	?
lammas	lammas	lammas	0		S	sg n
ülle	ülle	ülle	0		D	
    	@üle	üle	0		D	
    	üle	üle	0		K	
piddada	####	####				
       	#pidada	pida	da		V	da
,	,	,			Z	
nink	####	####				
    	#ning	ning	0		J	
ka	ka	ka	0		D	
nii	nii	nii	0		D	
paljo	####	####				
     	#palju	palju	0		D	
joont	joon	joon	t		S	sg p
kartohwlid	####	####				
          	#kartulit	kartul	t		S	sg p
kui	kui	kui	0		D	
   	@kui	kui	0		J	
wannal	####	####				
      	#vanal	vana	l		A	sg ad
karjamehhel	####	####				
           	#karjamehel	karja_mees	l		S	sg ad
om	####	####				
  	#on	ole	0		V	b
olno	####	####				
    	#olnud	ole	no		V	nud
nink	####	####				
    	#ning	ning	0		J	
et	et	et	0		J	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Rusche	####	####				
      	#Rusche	Rusche	0		H	sg n
kiik	kiik	kiik	0		S	sg n
