Sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
30mal	####	####				
     	#30ndal	30=s	l		O	sg ad
Augusti	August	August	0		H	sg g
       	@augusti	august	0		S	sg g
ku	####	####				
  	#kuu	kuu	0		S	sg g
päwal	####	####				
     	#päeval	päev	l		S	sg ad
1869	1869	1869	0		N	?
ollid	####	####				
     	#olid	ole	id		V	sid
kohtoliikmed	####	####				
            	#kohtu_liikmed	kohtu_liige	0		S	pl n
kous	####	####				
    	#koos	koos	0		D	
.	.	.			Z	
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
peawannem	####	####				
         	#peavanem	pea_vanem	0		S	sg n
Kustas	@Kustas	Kustas	0		H	sg n
      	Kusta	Kusta	s		H	sg in
Sippelken	####	####				
         	#Sipelken	Sippelken	0		H	sg n
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
kõrwamees	kõrvamees	kõrva_mees	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Lepberg	####	####				
       	#Lepberg	Lepberg	0		H	sg n
Kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
kõrwamees	kõrvamees	kõrva_mees	0		S	sg n
Juhhan	####	####				
      	#Juhan	Juhhan	0		H	sg n
Krusert	####	####				
       	#Krusert	Krusert	0		H	sg n
Leiwaaugo	####	####				
         	#Leivaaugu	Leiwaaugo	0		H	sg g
Jürri	####	####				
     	Jüri	Jürri	0		H	sg n
     	#Jüri	Jürri	0		H	sg g
poeg	poeg	poeg	0		S	sg n
Jakob	Jakob	Jakob	0		H	sg n
Iis	####	####				
   	#Iis	Iis	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
koggokonnakohtule	####	####				
                 	#kogukonnakohtule	kogukond_kohus	le		S	sg all
sedda	####	####				
     	#seda	see	da		P	sg p
teatustannud	####	####				
            	#teadustanud	teadusta	nnud		V	nud
,	,	,			Z	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
issa	####	####				
    	isa	isa	0		S	sg n
    	#isa	isa	0		S	sg g
    	isa	isa	0		S	sg p
kohta	koht	koht	0		S	adt
     	koht	koht	0		S	sg p
     	@kohta	kohta	0		K	
     	kohta	kohta	0		V	o
nüüd	nüüd	nüüd	0		D	
,	,	,			Z	
et	et	et	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
wannem	####	####				
      	#vanem	vanem	0		C	sg n
      	vanem	vanem	0		S	sg n
wend	vend	vend	0		S	sg n
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
,	,	,			Z	
kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
kaks	kaks	kaks	0		N	sg n
aastad	aasta	aasta	d		S	pl n
      	£aastat	aasta	d		S	sg p
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
Leiwaaugo	####	####				
         	#Leivaaugu	Leiwaaugo	0		H	sg g
kohha	####	####				
     	#koha	koht	0		S	sg g
pel	####	####				
   	#peal	peal	0		D	
perremehheks	####	####				
            	#peremeheks	pere_mees	ks		S	sg tr
olli	####	####				
    	#oli	ole	i		V	s
,	,	,			Z	
ja	ja	ja	0		J	
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
surnud	@surnud	sure	nud		V	nud
      	surnud	surnud	0		A	
      	surnud	surnud	0		A	sg n
      	surnu	surnu	d		S	pl n
      	surnud	surnud	d		A	pl n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
tahhab	####	####				
      	#tahab	taht	b		V	b
kätte	käsi	käsi	tte		S	adt
     	@kätte	kätte	0		K	
     	kätte	kätte	0		D	
sada	sada	sada	0		N	sg n
    	sada	sada	0		N	sg p
    	£saada	saa	da		V	da	
,	,	,			Z	
sest	see	see	st		P	sg el
    	@sest	sest	0		J	
et	et	et	0		J	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
wannemad	vann_ema	vann_ema	d		S	pl n
        	£vanemad	vanem	d		S	pl n
mõllemad	####	####				
        	#mõlemad	mõlema	d		P	pl n
wannad	####	####				
      	#vanad	vana	d		A	pl n
on	@on	ole	0		V	b
