Tullid	tull	tull	d		S	pl n
      	£tulid	tule	id		V	sid
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Pornuse	####	####				
       	#Pornuse	Pornuse	0		H	sg g
wollimehhed	####	####				
           	#volimehed	voli_mees	d		S	pl n
ja	ja	ja	0		J	
kaebasid	kaebasid	kaeba	sid		V	sid
et	et	et	0		J	
endine	endine	endine	0		A	sg n
peakohtomees	####	####				
            	#peakohtumees	pea_kohtu_mees	0		S	sg n
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Nirk	nirk	nirk	0		S	sg n
    	£Nirk	Nirk	0		H	sg n
olla	olla	ole	a		V	da
üttelnud	####	####				
        	#ütelnud	ütle	nud		V	nud
maggasi	####	####				
       	#magasi	magas	0		S	sg g
wöörmönder	####	####				
          	#vöörmünder	vöörmünder	0		S	sg n
Märt	Märt	Märt	0		H	sg n
Weisson	####	####				
       	#Veisson	Weisson	0		H	sg n
olla	olla	ole	a		V	da
issi	issi	issi	0		S	sg g
    	issi	issi	0		S	sg n
    	£ise	ise	0		P	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
maggasi	####	####				
       	#magasi	magas	0		S	sg g
wölg	####	####				
    	#võlg	võlg	0		S	sg n
ramatus	####	####				
       	#raamatus	raamat	s		S	sg n
tassa	####	####				
     	#tasa	tasa	0		D	
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
agga	####	####				
    	#aga	aga	0		J	
mitte	mitte	mitte	0		D	
sisse	@sisse	sisse	0		D	
     	sisse	sisse	0		K	
     	siss	siss	e		S	pl p
maksan	maks	maks	n		V	n
      	£maksnud	maks	n		V	nud
.	.	.			Z	
Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
TöstaJaak	####	####				
         	#Tõsta_Jaak	Tösta_Jaak	0		H	sg n
Nirk	nirk	nirk	0		S	sg n
    	£Nirk	Nirk	0		H	sg n
ja	ja	ja	0		J	
kostis	@kostis	kost	is		V	s
      	kost	kost	s		S	sg in
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
muud	muu	muu	d		P	pl n
    	@muud	muu	d		P	sg p
    	muu	muu	d		S	pl n
    	muu	muu	d		S	sg p
    	muu	muu	d		V	d
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
üttelnud	####	####				
        	#ütelnud	ütle	nud		V	nud
ja	ja	ja	0		J	
räkind	####	####				
      	#rääkinud	rääki	nd		V	nud
kui	kui	kui	0		D	
   	@kui	kui	0		J	
sedda	####	####				
     	#seda	see	da		P	sg p
et	et	et	0		J	
TartoKarl	####	####				
         	#Tarto_Karl	Tarto_Karl	0		H	sg n
Siil	siil	siil	0		S	sg n
    	£Siil	Siil	0		H	sg n
temmal	####	####				
      	#temal	tema	l		P	sg ad
üks	üks	üks	0		N	sg n
   	@üks	üks	0		P	sg n
täht	täht	täht	0		S	sg n
andan	####	####				
     	#andnud	and	n		V	nud
ja	ja	ja	0		J	
üttelnud	####	####				
        	#ütelnud	ütle	nud		V	nud
siin	@siin	siin	0		D	
    	siin	siin	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Märt	Märt	Märt	0		H	sg n
Weissoni	veis_soni	veis_soni	0		S	sg g
        	veis_soni	veis_soni	0		S	sg n
        	veis_soni	veis_soni	0		S	sg p
        	£Veissoni	Weisson	0		H	sg g
maggasi	####	####				
       	#magasi	magas	0		S	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
kirri	####	####				
     	#kiri	kiri	0		S	sg n
;	;	;			Z	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
olla	olla	ole	a		V	da
ka	ka	ka	0		D	
jubba	####	####				
     	#juba	juba	0		D	
kihhelkonna	####	####				
           	#kihelkonna	kihelkond	0		S	sg g
kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
juures	juures	juures	0		D	
      	@juures	juures	0		K	
      	juur	juur	s		S	sg in
ollnud	####	####				
      	#olnud	ole	nud		V	nud
agga	####	####				
    	#aga	aga	0		J	
ramatu	####	####				
      	#raamatu	raamat	0		S	sg g
läbbi	####	####				
     	läbi	läbi	0		D	
     	#läbi	läbi	0		K	
     	läbi	läbi	0		V	o
waatamisse	vaatamise	vaatamine	se		S	adt
juures	juures	juures	0		D	
      	@juures	juures	0		K	
      	juur	juur	s		S	sg in
olla	olla	ole	a		V	da
leitnud	####	####				
       	#leidnud	leid	nud		V	nud
ollnud	####	####				
      	#olnud	ole	nud		V	nud
et	et	et	0		J	
wölg	####	####				
    	#võlg	võlg	0		S	sg n
tassa	####	####				
     	#tasa	tasa	0		D	
.	.	.			Z	
Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
et	et	et	0		J	
  	£et	et	0		Y	?
Märt	Märt	Märt	0		H	sg n
Weisson	####	####				
       	#Veisson	Weisson	0		H	sg n
ja	ja	ja	0		J	
kostis	@kostis	kost	is		V	s
      	kost	kost	s		S	sg in
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
wöllast	####	####				
       	#võlast	võlg	st		S	sg el
ja	ja	ja	0		J	
tähhest	####	####				
       	#tähest	täht	st		S	sg el
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
pea	pea	pea	0		D	
   	pea	pea	0		S	sg g
   	pea	pea	0		S	sg n
   	@pea	pida	0		V	o
teadma	teadma	tead	ma		V	ma
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
wölgo	####	####				
     	#võlgu	võlgu	0		D	
,	,	,			Z	
olla	olla	ole	a		V	da
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
maksan	maks	maks	n		V	n
      	£maksnud	maks	n		V	nud
.	.	.			Z	
Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Karl	Karl	Karl	0		H	sg n
Siil	siil	siil	0		S	sg n
    	£Siil	Siil	0		H	sg n
ja	ja	ja	0		J	
ütleb	ütleb	ütle	b		V	b
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
mitte	mitte	mitte	0		D	
se	####	####				
  	#see	see	0		P	sg n
kirri	####	####				
     	#kiri	kiri	0		S	sg n
andan	####	####				
     	#andnud	and	n		V	nud
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Nirko	####	####				
     	#Nirgu	Nirk	0		H	sg g
kätte	käsi	käsi	tte		S	adt
     	@kätte	kätte	0		K	
waid	vaid	vaid	0		D	
    	@vaid	vaid	0		J	
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Nirk	nirk	nirk	0		S	sg n
    	£Nirk	Nirk	0		H	sg n
ollewad	####	####				
       	#olevat	ole	vad		V	vat
se	####	####				
  	#see	see	0		P	sg n
täht	täht	täht	0		S	sg n
kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
kappist	####	####				
       	#kapist	kapp	st		S	sg el
wöttan	####	####				
      	#võtnud	võt	n		V	nud
sedda	####	####				
     	#seda	see	da		P	sg p
wöiwad	####	####				
      	#võivad	või	vad		V	vad
Hendrik	Hendrik	Hendrik	0		H	sg n
Sulsenberg	####	####				
          	#Sulsenberg	Sulsenberg	0		H	sg n
ja	ja	ja	0		J	
Tomas	####	####				
     	#Toomas	Tomas	0		H	sg n
Eggel	####	####				
     	#Eegel	Eggel	0		H	sg n
tunnistata	tunnista	tunnista	ta		V	ta
          	£tunnistada	tunnista	ta		V	da
.	.	.			Z	
Tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Tomas	####	####				
     	#Toomas	Tomas	0		H	sg n
Eggel	####	####				
     	#Eegel	Eggel	0		H	sg n
ja	ja	ja	0		J	
ütleb	ütleb	ütle	b		V	b
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
mitte	mitte	mitte	0		D	
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
et	et	et	0		J	
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Nirk	nirk	nirk	0		S	sg n
    	£Nirk	Nirk	0		H	sg n
kirja	kiri	kiri	0		S	adt
     	@kirja	kiri	0		S	sg g
     	kiri	kiri	0		S	sg p
     	kirja	kirja	0		A	
     	kirja	kirja	0		V	o
kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
kappist	####	####				
       	#kapist	kapp	st		S	sg el
wötnud	####	####				
      	#võtnud	võt	nud		V	nud
waid	vaid	vaid	0		D	
    	@vaid	vaid	0		J	
sedda	####	####				
     	#seda	see	da		P	sg p
ollewad	####	####				
       	#olevat	ole	vad		V	vat
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
küll	@küll	küll	0		D	
    	küll	küll	0		S	sg n
kuulnud	kuul=nud	kuul=nud	0		A	
       	kuul=nud	kuul=nud	0		A	sg n
       	kuul=nud	kuul=nud	d		A	pl n
       	kuulnu	kuulnu	d		S	pl n
       	@kuulnud	kuul	nud		V	nud
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Nirki	nirk	nirk	0		S	adt
     	nirk	nirk	0		S	sg p
     	£Nirgi	Nirk	0		H	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
Punna	pund	pund	0		S	sg g
     	£Punna	Punna	0		H	sg g
körtsis	####	####				
       	#kõrtsis	kõrts	s		S	sg in
üttelnud	####	####				
        	#ütelnud	ütle	nud		V	nud
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
Karl	Karl	Karl	0		H	sg n
Siilo	####	####				
     	#Siilu	Siil	0		H	sg g
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
sanud	####	####				
     	#saanud	saa	nud		V	nud
.	.	.			Z	
Sepeale	####	####				
       	#seepeale	see_peale	0		D	
wastas	vastas	vastas	0		D	
      	vastas	vastas	0		K	
      	@vastas	vasta	s		V	s
Jaak	@Jaak	Jaak	0		H	sg n
    	jaak	jaak	0		S	sg n
Nirk	nirk	nirk	0		S	sg n
    	£Nirk	Nirk	0		H	sg n
et	et	et	0		J	
suggisel	####	####				
        	#sügisel	sügis	l		S	sg ad
aastal	aasta	aasta	l		S	sg ad
      	£aastal	aasta	l		S	sg ad
1865	1865	1865	0		N	?
Karl	Karl	Karl	0		H	sg n
Siil	siil	siil	0		S	sg n
    	£Siil	Siil	0		H	sg n
temmal	####	####				
      	#temal	tema	l		P	sg ad
Enno	@Enno	Enno	0		H	sg g
    	Enno	Enno	0		H	sg n
mäe	mäe	mägi	0		S	sg g
peal	peal	peal	0		D	
    	@peal	peal	0		K	
    	pea	pea	l		S	sg ad
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
tähhe	####	####				
     	#tähe	täht	0		S	sg g
andan	####	####				
     	#andnud	and	n		V	nud
,	,	,			Z	
ja	ja	ja	0		J	
üttelnud	####	####				
        	#ütelnud	ütle	nud		V	nud
se	####	####				
  	#see	see	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Märt	Märt	Märt	0		H	sg n
Weissoni	veis_soni	veis_soni	0		S	sg g
        	veis_soni	veis_soni	0		S	sg n
        	veis_soni	veis_soni	0		S	sg p
        	£Veissoni	Weisson	0		H	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
täht	täht	täht	0		S	sg n
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ka	ka	ka	0		D	
wastu	@vastu	vastu	0		D	
     	vastu	vastu	0		K	
wöttan	####	####				
      	#võtnud	võt	n		V	nud
ja	ja	ja	0		J	
lubband	####	####				
       	#lubanud	luba	nd		V	nud
sedda	####	####				
     	#seda	see	da		P	sg p
kihhelkonna	####	####				
           	#kihelkonna	kihelkond	0		S	sg g
kohto	####	####				
     	kohtu	kohtu	0		V	o
     	#kohtu	kohus	0		S	sg g
härral	härral	härra	l		S	sg ad
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
