Peter	Peter	Peter	0		H	sg n
Wesk	####	####				
    	#Vesk	Wesk	0		H	sg n
kaebas	kaebas	kaeba	s		V	s
et	et	et	0		J	
see	see	see	0		P	sg n
Tihhonek	####	####				
        	¤					
Erenpreis	####	####				
         	#Erenpreis	Erenpreis	0		H	sg n
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
Hansu	Hans	Hans	0		H	adt
     	@Hansu	Hans	0		H	sg g
     	Hans	Hans	0		H	sg p
Weskil	veski	veski	l		S	sg ad
      	£Veskil	Wesk	l		H	sg ad
ellap	####	####				
     	#elab	ela	p		V	b
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
koer	koer	koer	0		A	sg n
    	@koer	koer	0		S	sg n
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	ilma	ilma	0		D	
    	@ilma	ilma	0		K	
süta	####	####				
    	#süüta	süü	ta		S	sg ab
kirvega	kirvega	kirves	ga		S	sg kom
loenunt	####	####				
       	#löönud	löö	nunt		V	nud
et	et	et	0		J	
temal	temal	tema	l		P	sg ad
iks	iks	iks	0		S	sg n
   	£üks	üks	0		P	sg n
seer	####	####				
    	¤					
atus	####	####				
    	¤					
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
et	et	et	0		J	
lota	####	####				
    	#loota	loot	a		V	da
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
koer	koer	koer	0		A	sg n
    	@koer	koer	0		S	sg n
erra	####	####				
    	#ära	ära	0		D	
kolep	####	####				
     	#kooleb	kool	p		V	b
.	.	.			Z	
Temma	####	####				
     	#tema	tema	0		P	sg n
     	tema	tema	0		P	sg g
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
senna	senna	senna	0		S	sg g
     	senna	senna	0		S	sg n
     	£sinna	sinna	0		D	
leinunt	####	####				
       	#läinud	mine	nunt		V	nud
ja	ja	ja	0		J	
kissent	####	####				
       	#küsinud	küsi	nt		V	nud
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
perrast	####	####				
       	pärast	pärast	0		K	
       	#pärast	pärast	0		D	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
seddawise	####	####				
         	#sedaviisi	seda_viisi	0		D	
sedda	####	####				
     	#seda	see	da		P	sg p
koer	koer	koer	0		A	sg n
    	@koer	koer	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
loenunt	####	####				
       	#löönud	löö	nunt		V	nud
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
iks	iks	iks	0		S	sg n
   	£üks	üks	0		P	sg n
teivas	teivas	teivas	0		S	sg n
wõtnunt	####	####				
       	#võtnud	võt	nunt		V	nud
ja	ja	ja	0		J	
tahtant	####	####				
       	#tahtnud	taht	nt		V	nud
tedda	####	####				
     	#teda	tema	da		P	sg p
toema	####	####				
      	¤					
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
naene	####	####				
     	#naine	naine	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
see	see	see	0		P	sg n
teivas	teivas	teivas	0		S	sg n
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
kaest	kae	kae	st		S	sg el
     	käest	käsi	st		S	sg el
     	@käest	käest	0		K	
erra	####	####				
    	#ära	ära	0		D	
wõtnunt	####	####				
       	#võtnud	võt	nunt		V	nud
,	,	,			Z	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
iks	iks	iks	0		S	sg n
   	£üks	üks	0		P	sg n
Pange	pane	pane	ge		V	ge
     	pang	pang	0		S	adt
     	@pange	pang	0		S	sg g
     	pang	pang	0		S	sg p
teis	sina	sina	s		P	pl in
    	tee	tee	is		S	pl in
    	£täis	täis	0		D	
wett	vett	vesi	tt		S	sg p
wõtnunt	####	####				
       	#võtnud	võt	nunt		V	nud
,	,	,			Z	
ja	ja	ja	0		J	
temmal	####	####				
      	#temal	tema	l		P	sg ad
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
kaella	####	####				
      	#kaela	kael	0		S	sg p
wiskant	####	####				
       	#visanud	viska	nt		V	nud
.	.	.			Z	
Erenpreis	####	####				
         	#Erenpreis	Erenpreis	0		H	sg n
tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
ja	ja	ja	0		J	
ütles	ütles	ütle	s		V	s
et	et	et	0		J	
see	see	see	0		P	sg n
koer	koer	koer	0		A	sg n
    	@koer	koer	0		S	sg n
temmal	####	####				
      	#temal	tema	l		P	sg ad
palju	@palju	palju	0		D	
     	palju	palju	0		P	sg g
     	palju	palju	0		P	sg n
pahhandus	####	####				
         	#pahandus	pahandus	0		S	sg n
ja	ja	ja	0		J	
kahju	kahi	kahi	0		S	adt
     	kahi	kahi	0		S	sg g
     	kahi	kahi	0		S	sg p
     	kahju	kahju	0		S	sg g
     	kahju	kahju	0		S	sg n
     	@kahju	kahju	0		S	sg p
teinunt	####	####				
       	#teinud	tege	nunt		V	nud
,	,	,			Z	
liha	liha	liha	0		S	sg g
    	liha	liha	0		S	sg n
    	@liha	liha	0		S	sg p
soenunt	####	####				
       	#söönud	söö	nunt		V	nud
,	,	,			Z	
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
lapset	####	####				
      	#lapsed	laps	t		S	pl n
purelent	####	####				
        	#purelenud	purele	nt		V	nud
,	,	,			Z	
et	et	et	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
ennam	####	####				
     	enam	enam	0		C	sg n
     	#enam	enam	0		D	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tohhi	####	####				
     	#tohi	tohti	0		V	o
ukse	ukss	uks	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
minnema	####	####				
       	#minema	mine	ma		V	ma
,	,	,			Z	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
sedda	####	####				
     	#seda	see	da		P	sg p
koer	koer	koer	0		A	sg n
    	@koer	koer	0		S	sg n
ikke	ike	ike	0		S	sg g
    	£ühe	üks	0		P	sg g
Puallaga	####	####				
        	¤					
loenunt	####	####				
       	#löönud	löö	nunt		V	nud
,	,	,			Z	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Peter	Peter	Peter	0		H	sg n
senna	senna	senna	0		S	sg g
     	senna	senna	0		S	sg n
