Sauga	@Sauga	Sauga	0		H	sg g
     	Sauga	Sauga	0		H	sg n
Koggokonna	####	####				
          	#kogukonna	kogukond	0		S	sg g
Kohus	@kohus	kohus	0		S	sg n
     	kohu	kohu	s		V	s
1.	1.	1.	0		O	?
Oja	oja	oja	0		S	sg g
   	oja	oja	0		S	sg n
   	oja	oja	0		S	sg p
   	£Oja	Oja	0		H	sg g
Jurri	####	####				
     	#Jüri	Jurri	0		H	sg n
Jurgenson	####	####				
         	#Jürgenson	Jurgenson	0		H	sg n
kaebas	kaebas	kaeba	s		V	s
Hans	Hans	Hans	0		H	sg n
?	?	?			Z	
ja	ja	ja	0		J	
Jakob	Jakob	Jakob	0		H	sg n
Sarrabikki	####	####				
          	#Sarabiki	Sarrabik	0		H	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
et	et	et	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
Ria	####	####				
   	#Riia	Riia	0		H	sg g
te	sina	sina	0		P	pl g
  	sina	sina	0		P	pl n
  	£tee	tee	0		S	sg g
worirahha	####	####				
         	#vooriraha	voor_raha	0		S	sg g
1	1	1	0		N	?
Rub	Rub	Rub			H	?
   	£rub	rub	0		Y	?
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	@ilma	ilma	0		D	
    	ilma	ilma	0		K	
et	et	et	0		J	
temmal	####	####				
      	#temal	tema	l		P	sg ad
middagi	####	####				
       	#midagi	miski	da	gi	P	sg p
pudo	####	####				
    	#puudu	puudu	0		D	
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
mahha	####	####				
     	#maha	maha	0		D	
wõtnud-	võt=nud	võt=nud	0		A	
       	võt=nud	võt=nud	0		A	sg n
       	võt=nu	võt=nu	d		S	pl n
       	võt=nud	võt=nud	d		A	pl n
       	@võtnud	võt	nud		V	nud
Rahha	####	####				
     	#raha	raha	0		S	sg n
     	raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
olli	####	####				
    	#oli	ole	i		V	s
se	####	####				
  	#see	see	0		P	sg n
läbbi	####	####				
     	läbi	läbi	0		D	
     	#läbi	läbi	0		K	
     	läbi	läbi	0		V	o
mahha	####	####				
     	#maha	maha	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
Jakob	Jakob	Jakob	0		H	sg n
se	####	####				
  	#see	see	0		P	sg n
wori	####	####				
    	#voori	voor	0		S	sg g
Pudretsin	####	####				
         	¤					
olli	####	####				
    	#oli	ole	i		V	s
rahha	####	####				
     	#raha	raha	0		S	sg g
     	raha	raha	0		S	sg p
Hanso	####	####				
     	#Hansu	Hans	0		H	sg g
kätte	käsi	käsi	tte		S	adt
     	@kätte	kätte	0		K	
annud	####	####				
     	#andnud	and	nud		V	nud
ja	ja	ja	0		J	
Hans	Hans	Hans	0		H	sg n
wasto	####	####				
     	#vastu	vastu	0		D	
     	vastu	vastu	0		K	
wõtnud	võt=nud	võt=nud	0		A	
      	võt=nud	võt=nud	0		A	sg n
      	võt=nu	võt=nu	d		S	pl n
      	võt=nud	võt=nud	d		A	pl n
      	võt	võt	nud		V	nud
      	@võtnud	võt	nud		V	nud
luggemata	####	####				
         	#lugemata	luge	mata		V	mata
jagganud	####	####				
        	#jaganud	jaga	nud		V	nud
nenda	####	####				
     	#nõnda	nõnda	0		D	
et	et	et	0		J	
1	1	1	0		N	?
Rub	Rub	Rub			H	?
   	£rub	rub	0		Y	?
wimandi	####	####				
       	#viimati	viimati	0		D	
pudunud	####	####				
       	#puudunud	puudu	nud		V	nud
Kohus	@kohus	kohus	0		S	sg n
     	kohu	kohu	s		V	s
mõistis	mõistis	mõist	is		V	s
et	et	et	0		J	
kumbgi	####	####				
      	#kumbki	kumbki	0		P	sg n
peab	peab	pida	b		V	b
Jurril	####	####				
      	#Jüril	Jurri	l		H	sg ad
50	50	50	0		N	?
Kop	####	####				
   	#kop	kop	0		Y	?
maksma	maksma	maks	ma		V	ma
.	.	.			Z	
-	-	-			Z	
2.	2.	2.	0		O	?
Peetre	####	####				
      	#Peetre	Peetre	0		H	sg g
Mardi	Mart	Mart	0		H	sg g
     	mart	mart	0		S	sg g
     	£Mardi	Mardi	0		H	sg g
Peter	Peter	Peter	0		H	sg n
     	£Peeter	Peter	0		H	sg n
olli	####	####				
    	#oli	ole	i		V	s
juttu	jutt	jutt	0		S	adt
     	@juttu	jutt	0		S	sg p
Sauga	@Sauga	Sauga	0		H	sg g
     	Sauga	Sauga	0		H	sg n
wallawallitsus	####	####				
              	#vallavalitsus	vald_valitsus	0		S	sg n
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
welja	####	####				
     	#välja	välja	0		D	
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
et	et	et	0		J	
minnewa	####	####				
       	#mineva	mine	va		V	v sg g
süggise	####	####				
       	#sügise	sügis	0		S	sg g
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Maggisini	####	####				
         	#magasini	magasin	0		S	sg g
laeno	####	####				
     	#laenu	laen	0		S	sg p
tassunud	####	####				
        	#tasunud	tasu	nud		V	nud
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
et	et	et	0		J	
Odra	Odra	Odra	0		H	sg g
    	Odra	Odra	0		H	sg n
    	@odra	oder	0		S	sg g
salw	salv	salv	0		S	sg n
parremat	####	####				
        	#paremat	parem	t		A	sg p
kät	####	####				
   	#kätt	käsi	tt		S	sg p
aita	@aita	ait	0		S	adt
    	ait	ait	0		S	sg p
    	aita	aita	0		V	o
minna	minna	mine	a		V	da
üsna	üsna	üsna	0		D	
laeni	laad	laad	ni		S	sg ter
     	@laeni	lagi	ni		S	sg ter
wilja	vili	vili	0		S	adt
     	vili	vili	0		S	sg g
     	vili	vili	0		S	sg p
     	vilja	vili	0		S	adt
     	vilja	vili	0		S	sg g
     	@vilja	vili	0		S	sg p
täis	täis	täis	0		A	
    	täis	täis	0		A	sg n
    	@täis	täis	0		D	
    	täis	täis	0		S	sg n
    	täi	täi	s		S	sg in
    	täi	täi	s		V	s
olema	olema	ole	ma		V	ma
nenda	####	####				
     	#nõnda	nõnda	0		D	
et	et	et	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
kümmarkülle	####	####				
           	¤					
