Kaibas	####	####				
      	#kaebas	kaeba	s		V	s
Kortzmik	####	####				
        	#kõrtsmik	kõrtsmik	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Sottnik	####	####				
       	#Sotnik	Sottnik	0		H	sg n
et	et	et	0		J	
sel	@sel	see	l		P	sg ad
   	sel	sel	0		Y	?
10mal	####	####				
     	#10ndal	10=s	l		O	sg ad
Julil	####	####				
     	#juulil	juuli	l		S	sg ad
1874	1874	1874	0		N	?
om	####	####				
  	#on	ole	0		V	b
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
Lawwa	####	####				
     	#laua	laud	0		S	sg g
Schubladikust	####	####				
             	¤					
päiw	####	####				
    	#päeva	päev	0		S	sg g
ajal	aeg	aeg	l		S	sg ad
    	@ajal	ajal	0		K	
5	5	5	0		N	?
Rubl	####	####				
    	#rubl	rubl	0		Y	?
.	.	.			Z	
höb	####	####				õ
   	#hõb	hõb	0		Y	?
.	.	.			Z	
nimmelt	nimme	nimme	lt		S	sg abl
       	@nimelt	nimelt	0		D	
uts	####	####				
   	#üks	üks	0		N	sg n
kolme	kolm	kolm	0		N	adt
     	@kolme	kolm	0		N	sg g
     	kolm	kolm	0		N	sg p
Rublaline	rublaline	rublaline	0		S	sg n
ja	ja	ja	0		J	
kats	####	####				
    	#kaks	kaks	0		N	sg n
ütterublalise	ütte_rublaline	ütte_rublaline	0		S	sg g
    	£üherublalise	ühe_rublaline	0		S	sg g
Pabiri	####	####				
      	#paberi	paber	0		N	sg g
Rahhad	####	####				
      	#rahad	raha	d		N	pl n
ärrawarrastetud	####	####				
               	#ära_varastatud	ära_varasta	tud		V	tud
saanu	saanu	saanu	0		S	sg g
     	saanu	saanu	0		S	sg n
     	@saanud	saa	nu		V	nud
,	,	,			Z	
ilma	ilm	ilm	0		S	adt
    	ilm	ilm	0		S	sg g
    	ilm	ilm	0		S	sg p
    	@ilma	ilma	0		D	
    	ilma	ilma	0		K	
et	et	et	0		J	
Lukk	lukk	lukk	0		S	sg n
ärramurtud	####	####				
           	#ära_murtud	ära_murd	tud		V	tud
olnu	olnu	olnu	0		S	sg g
    	olnu	olnu	0		S	sg n
    	@olnud	ole	nu		V	nud
,	,	,			Z	
kelle	kes	kes	0		P	pl g
     	@kelle	kes	0		P	sg g
perrast	####	####				
       	#pärast	pärast	0		K	
       	pärast	pärast	0		D	
Wõra	võra	võra	0		S	sg g
    	võra	võra	0		S	sg n
    	võra	võra	0		S	sg p
    	võra	võra	0		V	o
    	£võõra	võõras	0		A	sg g
Wöttmega	####	####				
        	#võtmega	võti	ga		N	sg kom
man	@man	man	0		D	
   	man	man	0		K	
om	####	####				
  	#on	ole	0		V	b
käidut	käi=du	käi=du	t		S	sg p
      	£käidud	käi	dud		V	tud
saanu	saanu	saanu	0		S	sg g
     	saanu	saanu	0		S	sg n
     	@saanud	saa	nu		V	nud
.	.	.			Z	
Wargas	varas	varas	s		S	sg in
      	£vargaks	varas	s		S	sg tr
arwas	arvas	arva	s		V	s
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
se	####	####				
  	#see	see	0		P	sg n
Soldat	soldat	soldat	0		S	sg n
Hindrik	####	####				
       	#Hendrik	Hindrik	0		H	sg n
Sidor	####	####				
     	#Sidor	Sidor	0		H	sg n
,	,	,			Z	
Essepi	####	####				
      	#Essepi	Essep	0		H	sg g
poeg	poeg	poeg	0		S	sg n
,	,	,			Z	
kea	####	####				
   	#kes	kes	0		P	sg n
jobba	####	####				
     	#juba	juba	0		D	
mitto	####	####				
     	#mitu	mitu	0		P	sg n
päiwa	####	####				
     	päeva	päev	0		S	sg g
     	#päeva	päev	0		S	sg p
enne	enne	enne	0		D	
    	@enne	enne	0		K	
    	enne	enne	0		S	sg n
sedda	####	####				
     	#seda	see	da		P	sg p
Körtzin	####	####				
       	#kõrtsis	kõrts	n		S	sg in
lurino	####	####				
      	#luurinud	luuri	no		V	nud
nink	####	####				
    	#ning	ning	0		J	
kah	kah	kah	0		D	
toll	toll	toll	0		S	sg n
    	£tol	too	l		P	sg ad
päiwal	####	####				
      	#päeval	päev	l		S	sg ad
sääl	####	####				
    	#seal	seal	0		D	
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
,	,	,			Z	
ni	####	####				
  	#nii	nii	0		D	
pea	@pea	pea	0		D	
   	pea	pea	0		S	sg g
   	pea	pea	0		S	sg n
   	pida	pida	0		V	o
agga	####	####				
    	#aga	aga	0		J	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
Körtzmikk	####	####				
         	#kõrtsmik	kõrtsmik	0		S	sg n
ühhe	####	####				
    	ühe	ühe	0		S	sg n
    	#ühe	üks	0		N	sg g
    	ühe	üks	0		P	sg g
poole	@poole	pool	0		N	sg g
     	pool	pool	0		S	sg g
     	poole	poole	0		K	
     	poole	poole	0		S	sg n
     	pool	pool	e		S	pl p
tunni	tunni	tund	0		S	sg g
päle	####	####				
    	#peale	peale	0		K	
    	peale	peale	0		D	
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
